35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,35,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,35,35,149,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,35,35,149,35,35,35,35,0,149,149,149,149,149,149,149,149,149,149,0,0,0,149,0,0,0,0,0
35,35,35,35,35,149,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0
35,35,35,35,35,149,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,149,0,149,0,0,0
35,35,35,35,35,149,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,149,0,149,0,0,0
35,35,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,149,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,149,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,149,0,149,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,149,0,0,0,0,0,0,149,149,149,149,149,149,149,149,149,149,149,149,0,0,0,0
0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,0,0,0
0,0,0,0,149,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,149,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0
0,0,0,0,149,0,0,0,0,0,0,0,0,0,137,0,0,83,19,0,0,0,0,0,0,137,0,0,0,0
0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0
0,0,0,0,149,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
